round	experiment	type	concurrent_type	workload	co_workload	cgroup	cpu_util_pct	gpu_util_pct	gpu_power_W	gpu0_util_pct	gpu0_power_W	gpu1_util_pct	gpu1_power_W	cpu_alloc_cores	gpu_alloc	gpu_alloc_cards	mem_alloc_GB	mem_used_MB	io_read_MB	io_write_MB	io_total_MB	duration_s
fixed	GPTB2_concurrent	concurrent	ai_b2	B2(Node_Heavy)	GPT(GPT-2)	nodejs.slice	0.0	0.0	11.58	36.7	53.73	0.0	11.58	2	GPU1(idle)	0	4.0	0.1	0.0	0.0	0.0	66.9
fixed	A2PT_concurrent	concurrent	ai_ai	A2(YOLO_Medium)	PT(PyTorch_GEMM)	yolo.slice	100.8	38.2	60.69	38.2	60.69	100.0	169.80	2	GPU0	1	4.0	1499.4	0.0	0.0	0.0	67.8
fixed	A2PT_concurrent	concurrent	ai_ai	PT(PyTorch_GEMM)	A2(YOLO_Medium)	nodejs.slice	100.1	100.0	169.80	38.2	60.69	100.0	169.80	2	GPU1	1	4.0	644.1	0.0	0.0	0.0	67.8
fixed	A2RN_concurrent	concurrent	ai_ai	A2(YOLO_Medium)	RN(ResNet18)	yolo.slice	100.9	37.3	60.91	37.3	60.91	99.7	169.29	2	GPU0	1	4.0	1367.9	0.0	0.0	0.0	68.0
fixed	A2RN_concurrent	concurrent	ai_ai	RN(ResNet18)	A2(YOLO_Medium)	nodejs.slice	100.1	99.7	169.29	37.3	60.91	99.7	169.29	2	GPU1	1	4.0	1089.8	0.0	0.0	0.0	68.0
fixed	A2GPT_concurrent	concurrent	ai_ai	A2(YOLO_Medium)	GPT(GPT-2)	yolo.slice	100.9	35.7	60.60	35.7	60.60	37.0	70.87	2	GPU0	1	4.0	1505.6	0.0	0.0	0.0	68.0
fixed	A2GPT_concurrent	concurrent	ai_ai	GPT(GPT-2)	A2(YOLO_Medium)	nodejs.slice	100.1	37.0	70.87	35.7	60.60	37.0	70.87	2	GPU1	1	4.0	1874.4	0.0	0.0	0.0	68.0
fixed	PTRN_concurrent	concurrent	ai_ai	PT(PyTorch_GEMM)	RN(ResNet18)	yolo.slice	100.0	100.0	169.79	100.0	169.79	100.0	168.90	2	GPU0	1	4.0	598.3	0.0	0.0	0.0	68.0
fixed	PTRN_concurrent	concurrent	ai_ai	RN(ResNet18)	PT(PyTorch_GEMM)	nodejs.slice	100.0	100.0	168.90	100.0	169.79	100.0	168.90	2	GPU1	1	4.0	1052.6	0.0	0.0	0.0	68.0
fixed	PTGPT_concurrent	concurrent	ai_ai	PT(PyTorch_GEMM)	GPT(GPT-2)	yolo.slice	100.1	100.0	169.81	100.0	169.81	39.5	86.95	2	GPU0	1	4.0	592.5	0.0	0.0	0.0	68.0
fixed	PTGPT_concurrent	concurrent	ai_ai	GPT(GPT-2)	PT(PyTorch_GEMM)	nodejs.slice	100.1	39.5	86.95	100.0	169.81	39.5	86.95	2	GPU1	1	4.0	1972.2	0.0	0.0	0.0	68.0
fixed	RNGPT_concurrent	concurrent	ai_ai	RN(ResNet18)	GPT(GPT-2)	yolo.slice	100.0	100.0	142.43	100.0	142.43	38.9	85.90	2	GPU0	1	4.0	1088.4	0.0	0.0	0.0	69.2
fixed	RNGPT_concurrent	concurrent	ai_ai	GPT(GPT-2)	RN(ResNet18)	nodejs.slice	100.0	38.9	85.90	100.0	142.43	38.9	85.90	2	GPU1	1	4.0	1843.9	0.0	0.0	0.0	69.2
